customer_id,renewal_date,age,province,policy_type,tenure_years,annual_premium,premium_change_pct,payment_frequency,autopay_enrolled,missed_payments_12m,claims_count_3y,last_claim_status,complaints_12m,service_interactions_12m,satisfaction_score,multi_policy_count,life_event_12m,digital_logins_12m,outcome
H504398,2025-09-26,41,ON,Auto,2.6,2368.33,11.9,Monthly,No,1,0,None,0,2,5,1,Divorce,6,Lapsed
H504399,2025-10-25,56,MB,Home,2.8,2392.78,10.2,Monthly,Yes,0,1,Approved,1,1,7,1,Retirement,14,Renewed
H504400,2025-06-08,30,ON,Auto+Home Bundle,6.0,4416.27,7.6,Monthly,Yes,1,0,None,0,1,5,1,Job Change,11,Renewed
H504401,2025-12-17,25,AB,Auto,2.8,1804.7,5.5,Annual,No,0,2,Partial,0,1,8,1,Job Change,9,Renewed
H504402,2025-08-31,39,QC,Auto+Home Bundle,0.4,2609.06,1.0,Monthly,Yes,0,1,Approved,0,2,10,1,None,8,Renewed
H504403,2026-01-15,56,AB,Auto,9.7,1335.41,9.0,Monthly,Yes,0,2,Partial,0,2,8,1,None,11,Renewed
H504404,2025-07-10,53,AB,Auto,1.6,1788.86,14.1,Monthly,Yes,0,1,Approved,1,1,7,3,None,11,Renewed
H504405,2025-06-04,78,AB,Home,2.7,1122.22,11.9,Annual,No,0,0,None,0,5,5,1,None,7,Renewed
H504406,2026-05-24,45,QC,Home,1.1,1376.27,0.3,Monthly,No,1,1,Approved,0,3,10,1,None,12,Lapsed
H504407,2025-07-19,57,ON,Auto+Home Bundle,1.5,4453.84,4.3,Monthly,Yes,0,1,Approved,0,2,8,3,None,13,Renewed
H504408,2025-09-05,28,ON,Auto,0.4,2731.38,15.2,Monthly,No,0,2,Approved,0,4,5,3,New Child,5,Renewed
H504409,2025-04-12,79,BC,Auto,5.2,1593.5,11.3,Monthly,Yes,0,1,Partial,0,0,6,3,None,9,Renewed
H504410,2025-10-31,26,ON,Auto,7.4,3439.15,10.2,Monthly,Yes,0,1,Approved,0,2,7,2,None,10,Renewed
H504411,2025-09-04,65,MB,Home,1.0,1602.54,4.5,Monthly,Yes,2,3,Approved,0,3,7,1,None,11,Renewed
H504412,2025-12-04,30,MB,Auto,4.9,3365.15,2.3,Monthly,Yes,1,0,None,0,2,8,2,None,8,Renewed
H504413,2025-02-21,73,ON,Auto,4.5,2036.6,6.9,Monthly,Yes,2,0,None,0,2,5,1,None,8,Renewed
H504414,2025-01-10,20,ON,Home,5.9,1807.91,-5.3,Monthly,Yes,0,0,None,0,1,9,2,None,6,Renewed
H504415,2024-10-31,57,ON,Auto,1.2,1149.11,8.8,Monthly,No,0,1,Approved,1,2,5,1,None,9,Renewed
H504416,2025-12-16,76,NS,Home,3.0,1069.17,8.2,Monthly,Yes,0,1,Approved,0,2,9,2,None,16,Renewed
H504417,2024-10-06,72,QC,Auto,5.8,2370.48,11.2,Monthly,Yes,0,0,None,0,7,9,1,None,10,Lapsed
H504418,2025-08-04,65,ON,Auto+Home Bundle,0.8,3622.99,-8.0,Monthly,Yes,0,1,Approved,0,1,8,1,None,8,Renewed
H504419,2024-07-17,59,NS,Auto,3.2,1590.8,7.7,Monthly,Yes,0,2,Partial,0,1,9,1,New Child,5,Renewed
H504420,2026-05-01,47,ON,Life,1.5,2016.36,-8.0,Annual,Yes,0,1,Approved,0,1,6,1,None,5,Renewed
H504421,2024-07-17,42,ON,Tenant,0.7,552.38,15.4,Monthly,No,0,3,Approved,1,2,3,3,Retirement,13,Renewed
H504422,2025-05-08,39,ON,Home,3.2,1796.57,8.1,Monthly,Yes,0,0,None,0,1,7,1,Home Purchase,8,Renewed
H504423,2025-06-01,67,QC,Auto+Home Bundle,10.5,2514.49,-0.6,Monthly,Yes,0,0,None,0,2,7,2,None,9,Renewed
H504424,2024-10-14,41,QC,Home,2.1,2528.16,0.8,Monthly,No,0,0,None,3,2,7,3,New Child,9,Renewed
H504425,2025-06-03,77,BC,Tenant,5.8,247.71,-1.8,Monthly,No,1,0,None,0,3,7,1,None,14,Renewed
H504426,2025-03-08,25,ON,Home,1.5,1049.67,10.3,Annual,Yes,0,0,None,0,1,10,1,Marriage,8,Lapsed
H504427,2024-12-16,53,SK,Home,0.3,2010.13,4.1,Monthly,Yes,0,0,None,0,1,7,2,None,8,Renewed
H504428,2026-01-24,29,ON,Auto,0.3,1186.52,10.3,Monthly,Yes,0,0,None,0,3,6,1,New Child,6,Renewed
H504429,2026-01-03,56,ON,Auto,2.4,1415.75,2.2,Annual,Yes,0,0,None,0,3,7,2,Retirement,12,Renewed
H504430,2025-11-12,65,ON,Auto,8.4,2222.44,17.1,Monthly,No,0,1,Denied,0,6,9,1,Retirement,4,Renewed
H504431,2026-05-17,19,BC,Life,2.9,1757.41,14.1,Monthly,Yes,0,0,None,1,3,7,1,Home Purchase,7,Renewed
H504432,2025-02-18,30,AB,Home,0.7,2514.44,3.7,Annual,No,0,1,Approved,0,4,8,2,Home Purchase,9,Renewed
H504433,2024-10-18,52,ON,Home,2.7,1734.44,13.5,Monthly,Yes,0,1,Approved,0,3,5,1,New Child,9,Renewed
H504434,2025-03-02,72,QC,Home,3.9,1872.9,5.7,Monthly,No,1,1,Approved,0,2,6,2,None,10,Renewed
H504435,2024-12-27,70,BC,Home,2.9,1581.26,10.5,Monthly,Yes,1,0,None,0,0,5,1,New Child,9,Renewed
H504436,2025-07-27,78,ON,Auto,2.2,2988.58,21.2,Annual,Yes,0,1,Partial,0,2,8,3,Retirement,13,Renewed
H504437,2026-03-01,55,QC,Auto,1.2,3542.35,12.3,Monthly,Yes,2,1,Approved,0,3,7,1,None,11,Renewed
H504438,2025-05-02,49,NB,Auto,4.3,2866.58,-5.3,Annual,No,0,0,None,0,0,7,1,Divorce,9,Renewed
H504439,2026-05-08,69,BC,Life,3.6,931.91,2.1,Monthly,No,0,0,None,0,2,6,1,Retirement,4,Renewed
H504440,2025-11-13,75,ON,Home,1.0,1099.5,-1.9,Monthly,No,0,0,None,2,0,10,3,Retirement,11,Renewed
H504441,2026-03-08,75,MB,Auto,1.4,1660.21,8.9,Annual,Yes,0,2,Approved,0,2,8,1,None,11,Renewed
H504442,2026-05-13,77,ON,Home,8.9,1513.53,6.7,Annual,Yes,0,0,None,0,3,5,3,Job Change,11,Renewed
H504443,2025-11-25,46,NB,Auto+Home Bundle,3.9,2219.13,12.7,Monthly,Yes,0,1,Denied,0,1,7,1,None,8,Renewed
H504444,2025-04-27,80,ON,Home,3.4,1896.42,13.5,Monthly,Yes,0,1,Partial,0,4,7,2,New Child,13,Renewed
H504445,2026-02-13,67,ON,Auto,1.7,1628.57,-5.1,Monthly,No,0,2,Approved,0,3,10,1,Job Change,8,Renewed
H504446,2024-09-13,35,ON,Auto,4.4,1446.52,13.9,Annual,Yes,0,1,Approved,0,2,6,3,Job Change,7,Renewed
H504447,2025-09-09,25,ON,Auto,8.3,1756.43,10.8,Monthly,No,0,0,None,0,2,7,1,None,12,Renewed
H504448,2026-05-24,72,ON,Home,0.6,1455.19,7.4,Annual,Yes,0,1,Approved,0,2,10,2,Divorce,7,Renewed
H504449,2026-05-31,28,QC,Home,9.1,2041.7,5.0,Annual,No,0,1,Approved,0,2,8,1,None,5,Renewed
H504450,2026-04-30,76,ON,Life,16.1,1602.56,5.1,Monthly,Yes,1,1,Approved,0,1,9,2,None,6,Renewed
H504451,2026-05-28,70,QC,Tenant,2.1,362.24,7.2,Monthly,Yes,0,0,None,0,3,9,1,None,7,Renewed
H504452,2025-07-07,74,AB,Home,2.1,1450.71,13.3,Annual,Yes,0,3,Approved,0,3,6,1,Divorce,10,Renewed
H504453,2025-04-21,27,ON,Auto,2.5,3551.37,7.8,Monthly,No,1,0,None,0,1,4,2,Retirement,7,Renewed
H504454,2025-04-27,53,ON,Auto,1.6,2599.62,16.9,Monthly,No,0,2,Approved,0,2,6,1,None,9,Lapsed
H504455,2025-04-19,36,MB,Home,4.8,1634.16,8.5,Monthly,No,0,0,None,0,1,10,1,Job Change,10,Renewed
H504456,2025-06-24,59,QC,Auto+Home Bundle,1.2,4801.41,2.2,Annual,Yes,0,2,Approved,0,2,10,1,None,6,Renewed
H504457,2024-12-18,55,ON,Home,3.1,2207.21,0.9,Monthly,No,0,2,Approved,0,2,7,1,None,9,Renewed
H504458,2026-02-01,32,ON,Tenant,7.6,397.32,9.3,Monthly,Yes,0,0,None,0,3,5,2,Divorce,8,Renewed
H504459,2025-11-05,29,ON,Auto,10.3,3252.65,12.9,Monthly,Yes,0,0,None,0,2,10,1,Home Purchase,10,Renewed
H504460,2025-06-25,39,ON,Home,0.3,2163.32,10.4,Monthly,Yes,0,0,None,0,2,9,1,None,8,Renewed
H504461,2025-12-09,44,ON,Auto+Home Bundle,11.9,2085.42,4.4,Annual,Yes,2,0,None,0,3,7,2,None,8,Renewed
H504462,2025-09-15,74,ON,Auto+Home Bundle,6.6,2615.28,8.2,Annual,Yes,0,0,None,2,3,8,1,None,15,Renewed
H504463,2026-03-16,57,AB,Life,9.4,1402.77,7.0,Monthly,Yes,0,0,None,1,2,7,2,Job Change,12,Renewed
H504464,2025-04-19,48,MB,Life,1.4,2286.64,13.9,Annual,Yes,0,0,None,0,3,7,1,New Child,11,Renewed
H504465,2024-08-27,79,MB,Tenant,3.1,267.09,8.1,Monthly,Yes,2,0,None,0,2,9,2,None,8,Renewed
H504466,2025-01-13,26,BC,Auto,1.3,1346.72,5.2,Monthly,Yes,2,0,None,0,0,10,1,Retirement,7,Lapsed
H504467,2025-10-22,45,AB,Auto,4.5,3371.28,13.0,Annual,No,0,1,Partial,2,3,7,2,None,8,Renewed
H504468,2024-11-29,35,QC,Auto+Home Bundle,1.2,4994.7,8.1,Annual,No,0,2,Partial,0,2,8,1,None,4,Renewed
H504469,2025-01-27,25,BC,Auto,1.6,3381.29,11.5,Monthly,No,0,0,None,0,0,10,1,Retirement,13,Renewed
H504470,2024-10-14,57,ON,Auto,1.9,3305.16,11.4,Monthly,Yes,4,0,None,0,1,9,2,None,6,Renewed
H504471,2024-07-02,73,NB,Life,1.0,1023.78,15.3,Monthly,No,0,2,Partial,0,3,10,1,None,10,Renewed
H504472,2025-09-07,63,BC,Auto+Home Bundle,1.5,2034.76,10.2,Monthly,Yes,0,0,None,0,3,6,1,New Child,5,Renewed
H504473,2025-11-21,25,ON,Tenant,2.1,522.89,8.7,Monthly,Yes,0,0,None,2,5,5,1,Marriage,10,Lapsed
H504474,2025-07-02,77,ON,Tenant,1.8,311.29,0.3,Annual,Yes,0,0,None,0,1,7,2,Divorce,6,Renewed
H504475,2026-05-11,64,AB,Home,3.6,1310.04,-8.0,Monthly,Yes,1,4,Approved,0,1,7,1,Marriage,11,Renewed
H504476,2024-08-26,49,ON,Auto,0.9,1927.22,17.6,Monthly,Yes,0,3,Approved,0,0,10,1,Retirement,15,Lapsed
H504477,2026-04-29,64,SK,Tenant,9.1,556.37,13.4,Monthly,Yes,0,0,None,0,3,7,1,None,10,Renewed
H504478,2026-01-19,80,ON,Auto,0.8,1582.52,4.0,Monthly,Yes,0,3,Partial,0,1,6,1,Marriage,12,Renewed
H504479,2024-11-30,22,NB,Auto,1.8,2999.89,0.6,Monthly,Yes,0,0,None,0,1,7,1,None,12,Renewed
H504480,2025-10-29,50,ON,Life,2.6,2172.71,1.6,Monthly,No,2,1,Approved,0,1,6,1,New Child,6,Renewed
H504481,2025-02-09,43,ON,Auto+Home Bundle,4.1,3455.41,1.7,Monthly,Yes,0,1,Approved,0,2,8,2,Home Purchase,7,Renewed
H504482,2025-03-15,77,AB,Home,0.3,1576.61,12.0,Monthly,Yes,0,2,Approved,1,3,5,1,None,4,Renewed
H504483,2025-01-30,70,ON,Home,1.0,1873.17,1.9,Monthly,No,0,2,Approved,0,3,6,2,None,12,Renewed
H504484,2025-07-08,79,BC,Auto,5.2,1252.84,-1.5,Monthly,Yes,1,0,None,0,2,8,2,Marriage,1,Renewed
H504485,2024-10-06,74,SK,Home,2.4,2320.93,14.0,Monthly,No,0,1,Partial,0,2,4,3,None,10,Renewed
H504486,2026-04-21,58,BC,Auto,0.3,3461.81,8.0,Annual,Yes,0,3,Denied,0,4,9,1,Home Purchase,7,Renewed
H504487,2025-09-09,23,QC,Auto,3.2,1545.99,6.4,Monthly,Yes,1,0,None,0,1,9,1,None,12,Renewed
H504488,2025-09-18,52,AB,Auto,1.6,3283.33,-6.1,Annual,No,0,0,None,0,3,4,2,None,7,Renewed
H504489,2025-05-02,44,QC,Life,6.4,1068.09,4.9,Monthly,Yes,0,0,None,0,2,8,1,Divorce,11,Renewed
H504490,2024-12-06,63,MB,Auto,5.2,1371.68,11.2,Monthly,Yes,1,1,Approved,0,3,8,1,Home Purchase,9,Renewed
H504491,2025-02-15,45,ON,Auto,3.2,1764.14,6.8,Annual,No,0,0,None,3,5,8,2,Home Purchase,6,Renewed
H504492,2026-04-19,50,ON,Tenant,0.5,409.16,5.2,Monthly,Yes,0,2,Approved,0,4,7,2,Marriage,10,Renewed
H504493,2025-11-30,68,QC,Auto+Home Bundle,1.1,4033.06,10.1,Monthly,Yes,0,0,None,0,2,8,1,Job Change,6,Renewed
H504494,2026-01-26,36,SK,Auto+Home Bundle,2.5,2222.52,9.5,Annual,Yes,2,0,None,0,4,7,3,New Child,7,Renewed
H504495,2024-12-27,38,ON,Home,0.3,2066.85,6.0,Monthly,No,2,2,Approved,0,0,10,1,None,7,Renewed
H504496,2024-10-31,61,QC,Home,7.8,2494.64,6.4,Monthly,No,1,0,None,0,2,9,1,Marriage,6,Lapsed
H504497,2025-10-03,71,ON,Home,7.7,1223.28,6.8,Monthly,No,0,2,Partial,1,2,7,1,Divorce,12,Renewed
H504498,2025-01-29,66,MB,Auto,3.3,3495.32,-1.7,Monthly,Yes,0,0,None,0,1,7,2,New Child,5,Renewed
H504499,2024-08-10,81,ON,Home,6.0,2344.38,2.0,Annual,No,0,0,None,0,3,9,1,None,12,Renewed
H504500,2025-10-05,58,AB,Auto+Home Bundle,1.2,2604.67,18.6,Monthly,No,2,0,None,0,6,8,1,Retirement,8,Renewed
H504501,2025-12-10,70,QC,Auto,25.0,1103.45,-3.5,Monthly,No,1,0,None,0,3,4,1,New Child,12,Renewed
H504502,2026-01-02,56,ON,Auto,5.6,3502.16,19.1,Monthly,No,1,1,Approved,0,2,5,3,Home Purchase,2,Renewed
H504503,2025-12-21,63,ON,Auto+Home Bundle,1.7,4430.79,9.1,Monthly,Yes,1,0,None,0,0,9,3,Home Purchase,12,Renewed
H504504,2024-12-24,27,ON,Auto,2.5,1499.98,3.3,Annual,No,0,0,None,0,5,7,1,None,6,Renewed
H504505,2024-08-03,66,QC,Auto,2.7,1906.55,13.2,Monthly,No,1,1,Approved,0,4,8,1,Job Change,8,Renewed
H504506,2025-12-12,29,ON,Life,2.3,1924.81,15.9,Monthly,Yes,1,2,Approved,0,2,6,1,None,12,Renewed
H504507,2025-04-08,56,QC,Auto+Home Bundle,1.5,4042.13,-4.0,Monthly,Yes,2,1,Approved,0,1,7,1,None,12,Renewed
H504508,2026-05-16,64,ON,Home,10.7,2027.38,7.0,Monthly,No,0,1,Approved,0,5,5,2,New Child,12,Renewed
H504509,2025-01-16,55,NS,Auto,3.2,2963.0,-3.9,Monthly,No,0,0,None,0,1,8,2,Retirement,11,Renewed
H504510,2024-11-02,63,AB,Home,4.7,2025.03,10.6,Annual,Yes,0,1,Denied,0,4,8,1,None,9,Renewed
H504511,2025-07-13,49,QC,Home,1.0,2487.42,14.8,Annual,No,0,0,None,0,1,8,1,Home Purchase,5,Renewed
H504512,2024-10-09,62,QC,Life,5.0,1185.19,-3.6,Annual,No,0,0,None,0,1,6,1,New Child,7,Renewed
H504513,2025-05-11,29,ON,Tenant,0.3,479.5,-8.0,Monthly,Yes,2,0,None,1,2,5,2,None,4,Renewed
H504514,2026-02-16,28,BC,Life,2.7,1010.75,8.6,Monthly,Yes,0,2,Approved,0,1,6,2,Marriage,7,Renewed
H504515,2026-04-17,49,BC,Auto,7.3,3183.33,16.3,Monthly,Yes,1,3,Partial,0,1,9,1,None,8,Renewed
H504516,2024-09-18,57,ON,Auto,1.3,2444.55,4.1,Monthly,Yes,0,0,None,0,3,6,3,None,9,Renewed
H504517,2025-04-28,24,NS,Home,8.3,2388.5,13.9,Monthly,Yes,1,0,None,0,2,9,1,Job Change,8,Renewed
H504518,2024-09-11,27,ON,Home,0.3,1467.44,-6.2,Annual,Yes,0,0,None,0,1,6,1,None,12,Renewed
H504519,2024-07-04,50,QC,Auto,2.5,2493.71,-1.8,Annual,Yes,2,0,None,0,2,6,1,Job Change,7,Renewed
H504520,2025-12-17,53,QC,Tenant,3.0,284.08,14.3,Monthly,Yes,0,0,None,3,4,9,1,New Child,10,Lapsed
H504521,2025-12-13,74,BC,Auto,1.2,2514.23,12.4,Monthly,No,1,0,None,0,2,7,1,Job Change,7,Renewed
H504522,2024-09-04,57,AB,Home,3.2,2152.95,-0.8,Monthly,No,1,0,None,0,0,4,2,Job Change,7,Lapsed
H504523,2026-01-21,73,BC,Life,0.3,1696.01,-6.2,Monthly,Yes,0,0,None,0,3,6,1,None,9,Renewed
H504524,2024-07-13,19,ON,Tenant,3.2,408.85,4.0,Annual,Yes,0,0,None,0,2,7,2,None,6,Renewed
H504525,2025-04-07,28,ON,Auto+Home Bundle,0.3,3346.18,-5.8,Monthly,Yes,1,0,None,0,4,7,2,Marriage,7,Renewed
H504526,2024-07-04,20,ON,Auto+Home Bundle,7.9,3416.74,13.0,Annual,Yes,0,2,Approved,1,2,10,1,None,8,Renewed
H504527,2025-01-22,56,ON,Auto,0.8,2332.14,0.4,Annual,Yes,4,0,None,0,4,7,1,None,10,Renewed
H504528,2025-12-18,67,ON,Home,3.1,1562.11,9.3,Monthly,Yes,2,1,Partial,2,0,6,2,None,8,Renewed
H504529,2025-06-03,33,ON,Auto,4.2,2080.26,-3.4,Annual,Yes,0,0,None,0,1,9,1,Job Change,11,Renewed
H504530,2026-01-28,74,QC,Tenant,13.7,479.94,11.3,Monthly,Yes,0,2,Approved,0,3,9,2,None,10,Renewed
H504531,2025-10-25,63,SK,Life,3.6,1789.94,8.0,Monthly,No,2,1,Approved,0,1,9,1,None,9,Lapsed
H504532,2026-04-25,42,QC,Home,1.1,1704.13,19.7,Annual,Yes,0,2,Approved,0,0,9,1,Marriage,10,Lapsed
H504533,2025-01-11,64,ON,Home,5.1,1740.93,-2.2,Monthly,Yes,0,0,None,0,0,8,2,None,11,Renewed
H504534,2025-05-19,78,NS,Home,0.4,1300.93,21.6,Annual,Yes,0,3,Approved,0,3,10,2,None,13,Renewed
H504535,2025-09-09,78,ON,Home,3.0,1358.15,8.7,Monthly,Yes,0,1,Approved,2,0,8,1,None,4,Renewed
H504536,2024-10-25,37,ON,Auto+Home Bundle,10.2,4391.27,16.1,Monthly,Yes,1,1,Approved,0,6,7,1,None,10,Renewed
H504537,2024-07-14,31,QC,Auto,19.8,3003.48,4.4,Monthly,Yes,1,0,None,0,3,5,1,Divorce,7,Renewed
H504538,2026-05-21,74,NS,Life,1.6,2443.5,-2.7,Monthly,No,1,3,Approved,0,1,9,1,None,1,Renewed
H504539,2025-08-14,48,AB,Auto,1.3,2493.75,-5.4,Monthly,No,2,3,Approved,0,2,9,1,None,8,Renewed
H504540,2025-02-07,73,BC,Auto+Home Bundle,0.3,4506.57,-1.3,Monthly,Yes,0,1,Approved,1,1,7,1,None,11,Renewed
H504541,2026-02-18,20,NS,Auto,4.3,2487.21,3.8,Monthly,Yes,4,0,None,0,3,4,2,New Child,5,Renewed
H504542,2025-06-10,41,ON,Life,8.2,2058.36,-1.8,Monthly,Yes,0,0,None,0,0,9,1,None,6,Renewed
H504543,2026-05-22,34,QC,Life,2.3,2465.62,10.7,Monthly,No,0,0,None,0,4,10,1,Job Change,9,Renewed
H504544,2024-07-15,54,AB,Life,3.7,1235.63,14.3,Annual,Yes,0,0,None,0,3,9,1,Home Purchase,11,Renewed
H504545,2026-04-15,54,QC,Life,9.9,1073.7,6.1,Annual,Yes,0,1,Denied,0,0,8,1,Marriage,5,Renewed
H504546,2025-04-24,68,QC,Auto,10.7,2984.02,-2.3,Monthly,No,0,0,None,0,2,9,1,None,1,Renewed
H504547,2025-09-22,66,QC,Tenant,2.8,535.93,4.7,Monthly,Yes,3,0,None,0,2,6,3,None,3,Renewed
H504548,2024-11-24,72,QC,Life,0.3,1674.05,17.0,Annual,Yes,2,0,None,0,0,9,2,Marriage,9,Renewed
H504549,2024-10-19,41,BC,Auto,2.8,1398.61,9.5,Monthly,Yes,0,0,None,3,1,9,2,Home Purchase,3,Renewed
H504550,2024-07-17,45,ON,Home,7.6,1269.07,-2.8,Monthly,Yes,4,0,None,0,2,4,1,None,10,Lapsed
H504551,2025-04-14,81,MB,Tenant,2.3,412.02,6.8,Monthly,No,0,1,Approved,0,1,6,1,None,7,Renewed
H504552,2026-05-11,72,AB,Home,0.3,1047.82,12.0,Monthly,Yes,0,0,None,1,0,6,1,Job Change,9,Renewed
H504553,2026-03-14,81,SK,Auto+Home Bundle,8.7,3019.9,9.9,Monthly,Yes,0,1,Approved,0,3,8,1,None,10,Renewed
H504554,2024-11-26,38,BC,Auto,0.4,2316.54,15.6,Monthly,Yes,0,1,Approved,0,3,8,2,Marriage,9,Renewed
H504555,2024-10-05,64,AB,Auto,7.3,1591.88,5.3,Monthly,No,0,1,Approved,0,1,8,1,None,6,Renewed
H504556,2026-04-12,81,ON,Life,1.7,1425.88,3.6,Annual,No,0,0,None,0,3,9,2,Marriage,6,Renewed
H504557,2024-12-28,30,NS,Auto,1.1,1728.25,11.2,Annual,Yes,0,1,Approved,0,2,8,2,None,5,Renewed
H504558,2026-03-14,30,ON,Life,14.7,1320.53,10.0,Monthly,Yes,0,1,Partial,0,3,8,1,Divorce,15,Renewed
H504559,2026-01-23,57,MB,Tenant,2.2,287.72,10.1,Annual,Yes,1,3,Approved,0,3,8,3,Divorce,11,Renewed
H504560,2025-09-13,53,AB,Tenant,2.7,298.93,8.6,Monthly,Yes,0,1,Partial,1,2,7,1,None,15,Renewed
H504561,2024-11-14,63,BC,Home,13.1,1341.46,-2.9,Monthly,Yes,1,0,None,1,1,7,1,New Child,9,Renewed
H504562,2024-07-20,63,ON,Auto,2.4,3422.84,9.2,Monthly,No,3,1,Partial,0,5,5,1,None,11,Lapsed
H504563,2024-07-13,41,MB,Auto+Home Bundle,8.2,2876.51,2.6,Monthly,No,0,1,Approved,0,2,5,1,Divorce,12,Renewed
H504564,2025-11-07,19,ON,Tenant,15.6,387.36,-1.0,Monthly,No,2,1,Partial,1,0,9,1,None,16,Renewed
H504565,2025-12-25,63,BC,Home,1.9,1795.55,-8.0,Monthly,Yes,0,1,Approved,0,3,10,1,None,13,Renewed
H504566,2025-02-27,45,ON,Auto+Home Bundle,0.5,4480.59,0.4,Monthly,Yes,3,1,Partial,0,1,9,2,None,7,Renewed
H504567,2024-10-09,63,ON,Home,6.6,1011.13,-2.7,Monthly,No,0,1,Approved,0,2,5,1,New Child,4,Lapsed
H504568,2026-03-18,26,MB,Life,10.7,1669.45,3.8,Monthly,No,0,0,None,0,2,3,1,None,7,Renewed
H504569,2026-01-09,69,AB,Auto,2.1,3286.22,7.3,Monthly,No,1,0,None,0,4,8,2,None,11,Renewed
H504570,2025-03-12,30,QC,Auto,6.0,2312.53,-3.8,Annual,No,0,0,None,0,0,6,1,None,6,Renewed
H504571,2025-02-01,49,ON,Auto,2.1,2242.02,2.1,Monthly,No,0,1,Partial,0,1,7,1,None,6,Renewed
H504572,2026-05-03,68,ON,Auto+Home Bundle,2.3,2959.05,-6.1,Annual,No,0,0,None,0,3,9,2,None,10,Renewed
H504573,2025-03-25,80,AB,Tenant,6.7,255.2,5.5,Monthly,Yes,1,1,Denied,0,3,10,1,None,18,Lapsed
H504574,2024-09-11,66,ON,Auto,4.0,1392.93,7.0,Monthly,No,2,0,None,0,1,8,2,Divorce,16,Renewed
H504575,2025-12-12,45,NS,Home,0.3,1762.47,14.7,Monthly,Yes,0,1,Approved,0,1,9,2,None,3,Renewed
H504576,2024-08-28,36,ON,Life,4.4,1894.08,21.1,Annual,Yes,4,0,None,0,2,6,1,Marriage,8,Lapsed
H504577,2024-10-22,55,SK,Auto,8.0,1754.6,8.1,Annual,Yes,4,1,Approved,0,0,10,1,Job Change,8,Renewed
H504578,2026-06-01,77,ON,Home,7.7,1799.15,2.3,Monthly,No,0,0,None,0,0,6,3,None,9,Renewed
H504579,2026-05-04,55,QC,Life,0.3,1952.99,-5.0,Monthly,No,0,1,Approved,0,2,8,3,None,10,Renewed
H504580,2025-02-09,76,AB,Home,6.8,1256.91,5.7,Annual,No,2,0,None,0,2,8,2,None,8,Renewed
H504581,2025-03-10,74,ON,Auto+Home Bundle,7.2,3291.75,3.2,Monthly,Yes,0,1,Partial,2,3,10,3,Marriage,5,Renewed
H504582,2024-12-31,19,AB,Auto,4.0,2915.39,5.0,Monthly,Yes,0,0,None,0,2,5,1,None,6,Renewed
H504583,2024-08-27,20,AB,Auto+Home Bundle,2.1,3664.4,4.8,Monthly,Yes,1,0,None,0,2,8,3,None,11,Renewed
H504584,2025-04-03,19,ON,Tenant,5.9,581.66,5.2,Monthly,Yes,2,0,None,0,3,10,2,None,4,Renewed
H504585,2025-05-31,65,SK,Tenant,1.9,292.4,13.6,Annual,No,0,0,None,0,2,3,1,None,9,Renewed
H504586,2026-04-24,33,BC,Life,3.3,1762.36,4.9,Annual,Yes,0,2,Approved,0,2,7,1,None,8,Renewed
H504587,2024-12-13,62,ON,Auto,6.9,1990.5,-8.0,Monthly,Yes,0,1,Approved,0,3,6,1,None,7,Renewed
H504588,2024-07-18,59,QC,Tenant,6.9,256.78,15.1,Annual,No,2,1,Approved,2,1,7,1,None,12,Renewed
H504589,2026-05-25,76,ON,Tenant,7.7,489.67,14.3,Annual,Yes,0,2,Approved,0,2,8,2,Job Change,11,Renewed
H504590,2024-10-31,66,ON,Home,0.3,2187.58,-8.0,Annual,No,0,0,None,1,4,6,1,Marriage,7,Renewed
H504591,2024-12-02,75,ON,Home,0.5,944.26,4.3,Annual,Yes,0,0,None,0,0,7,1,Divorce,9,Renewed
H504592,2026-05-11,42,MB,Auto,4.1,1236.96,9.8,Monthly,No,3,0,None,1,1,6,2,None,10,Renewed
H504593,2025-05-10,75,QC,Auto,2.3,2741.33,-0.7,Annual,Yes,0,2,Approved,0,2,6,2,Divorce,9,Renewed
H504594,2025-10-21,62,ON,Auto,15.0,3330.28,9.0,Monthly,Yes,0,2,Approved,0,4,5,2,None,12,Renewed
H504595,2024-07-19,63,QC,Auto+Home Bundle,3.6,2897.78,20.2,Annual,Yes,0,2,Approved,0,4,4,1,None,8,Renewed
H504596,2025-10-29,43,ON,Home,10.5,2530.34,16.6,Monthly,Yes,0,1,Approved,0,5,7,1,None,9,Renewed
H504597,2026-03-10,25,ON,Auto,0.9,1180.85,10.5,Monthly,Yes,1,0,None,0,2,4,1,Home Purchase,8,Renewed
H504598,2025-05-21,79,QC,Home,1.3,2103.4,-1.6,Monthly,No,3,1,Partial,0,3,6,2,Home Purchase,9,Renewed
H504599,2026-03-19,72,ON,Life,0.8,1910.62,11.5,Monthly,Yes,0,0,None,0,0,7,1,Job Change,6,Renewed
H504600,2026-04-10,42,SK,Auto+Home Bundle,11.2,3349.32,23.2,Monthly,No,0,0,None,0,2,9,2,Home Purchase,15,Renewed
H504601,2025-06-07,64,ON,Home,3.4,1907.74,16.5,Monthly,No,0,0,None,0,6,10,1,None,13,Renewed
H504602,2025-08-13,63,ON,Home,1.4,1125.96,9.0,Monthly,Yes,0,0,None,0,2,7,2,None,11,Renewed
